Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,72.23999786376953,72.56999969482422,71.91999816894531,72.30999755859375,70.25088500976562,415400
2022-01-04,72.55999755859375,73.08000183105469,72.44000244140625,72.44999694824219,70.38689422607422,315900
2022-01-05,72.1500015258789,72.4800033569336,71.75,71.75,69.70683288574219,347500
2022-01-06,71.55999755859375,71.62999725341797,70.93000030517578,71.02999877929688,69.00733947753906,300600
2022-01-07,71.4000015258789,71.83999633789062,71.23999786376953,71.61000061035156,69.5708236694336,276600
2022-01-10,71.05999755859375,71.61000061035156,71.01000213623047,71.54000091552734,69.50281524658203,280000
2022-01-11,71.6500015258789,71.73999786376953,71.2699966430664,71.62999725341797,69.59024810791016,321300
2022-01-12,71.86000061035156,72.30999755859375,71.75,72.04000091552734,69.98857879638672,215900
2022-01-13,72.61000061035156,73.2300033569336,72.51000213623047,73.0199966430664,70.94066619873047,409300
2022-01-14,73.98999786376953,74.06999969482422,73.58999633789062,73.6500015258789,71.552734375,522700
2022-01-18,73.23999786376953,73.94999694824219,73.0999984741211,73.80000305175781,71.6984634399414,374000
2022-01-19,73.6500015258789,74.3499984741211,73.6500015258789,74.08000183105469,71.97048950195312,395900
2022-01-20,74.2699966430664,74.70999908447266,73.91000366210938,73.95999908447266,71.8539047241211,336500
2022-01-21,73.20999908447266,73.80000305175781,73.16000366210938,73.58000183105469,71.48472595214844,762600
2022-01-24,72.76000213623047,73.13999938964844,71.8499984741211,72.94000244140625,70.86295318603516,626000
2022-01-25,72.38999938964844,73.4800033569336,72.30999755859375,73.05000305175781,70.96981811523438,579100
2022-01-26,72.70999908447266,72.9800033569336,71.75,72.01000213623047,69.95943450927734,603800
2022-01-27,73.37000274658203,73.94999694824219,73.02999877929688,73.30999755859375,71.222412109375,346600
2022-01-28,73.33000183105469,73.80999755859375,73.06999969482422,73.79000091552734,71.6887435913086,369700
2022-01-31,72.37999725341797,73.19999694824219,72.33999633789062,73.19000244140625,71.10582733154297,311200
2022-02-01,74.25,74.5,73.6500015258789,74.25,72.1356430053711,494000
2022-02-02,74.0999984741211,74.9800033569336,74.02999877929688,74.87999725341797,72.7477035522461,313300
