Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,58.349998474121094,58.869998931884766,55.029998779296875,56.099998474121094,56.099998474121094,6936000
2022-01-04,54.11000061035156,54.11000061035156,49.040000915527344,49.81999969482422,49.81999969482422,16364000
2022-01-05,48.97999954223633,51.880001068115234,48.04999923706055,48.529998779296875,48.529998779296875,9639000
2022-01-06,49.04999923706055,53.68000030517578,47.66999816894531,52.130001068115234,52.130001068115234,14510300
2022-01-07,53.04999923706055,58.13999938964844,52.70000076293945,55.900001525878906,55.900001525878906,12497100
2022-01-10,56.349998474121094,57.75,54.20000076293945,56.9900016784668,56.9900016784668,9133300
2022-01-11,57.439998626708984,61.41999816894531,56.5099983215332,60.02000045776367,60.02000045776367,9553500
2022-01-12,62.5,63.779998779296875,60.0,60.380001068115234,60.380001068115234,8847200
2022-01-13,58.29999923706055,59.79999923706055,57.45000076293945,57.619998931884766,57.619998931884766,5218600
2022-01-14,58.880001068115234,61.779998779296875,58.63999938964844,60.40999984741211,60.40999984741211,7025200
2022-01-18,58.31999969482422,63.439998626708984,58.209999084472656,61.529998779296875,61.529998779296875,7815700
2022-01-19,62.15999984741211,66.3499984741211,62.15999984741211,64.3499984741211,64.3499984741211,11313500
2022-01-20,69.22000122070312,71.2699966430664,66.02999877929688,66.12000274658203,66.12000274658203,13767600
2022-01-21,66.0,66.7300033569336,61.81999969482422,62.40999984741211,62.40999984741211,7714400
2022-01-24,60.0,60.56999969482422,57.970001220703125,60.52000045776367,60.52000045776367,9172800
2022-01-25,59.650001525878906,61.619998931884766,58.869998931884766,59.5,59.5,6123800
2022-01-26,60.97999954223633,61.31999969482422,53.029998779296875,54.08000183105469,54.08000183105469,10735100
2022-01-27,53.900001525878906,54.0,50.29999923706055,50.83000183105469,50.83000183105469,8447700
2022-01-28,51.0,53.09000015258789,49.09000015258789,53.04999923706055,53.04999923706055,7473100
2022-01-31,54.349998474121094,59.970001220703125,54.099998474121094,59.84000015258789,59.84000015258789,10644100
2022-02-01,59.7400016784668,60.869998931884766,58.58000183105469,59.599998474121094,59.599998474121094,6227800
2022-02-02,59.68000030517578,59.869998931884766,57.20000076293945,57.790000915527344,57.790000915527344,3441500
2022-02-03,56.2400016784668,57.0,54.81999969482422,55.130001068115234,55.130001068115234,5139300
2022-02-04,55.29999923706055,56.540000915527344,54.22999954223633,55.849998474121094,55.849998474121094,5404200
2022-02-07,55.400001525878906,56.650001525878906,53.2400016784668,53.33000183105469,53.33000183105469,8172500
2022-02-08,53.880001068115234,60.529998779296875,53.41999816894531,60.15999984741211,60.15999984741211,10351500
2022-02-09,60.5099983215332,64.77999877929688,59.7599983215332,62.279998779296875,62.279998779296875,9168300
2022-02-10,60.84000015258789,65.18000030517578,60.099998474121094,63.20000076293945,63.20000076293945,6766100
2022-02-11,63.13999938964844,63.68000030517578,59.439998626708984,60.0,60.0,5648400
2022-02-14,58.56999969482422,59.79999923706055,57.529998779296875,59.15999984741211,59.15999984741211,4532900
2022-02-15,60.34000015258789,61.29999923706055,59.0,61.22999954223633,61.22999954223633,4847800
2022-02-16,61.75,62.400001525878906,59.720001220703125,60.20000076293945,60.20000076293945,5974200
2022-02-17,60.029998779296875,63.13999938964844,59.38999938964844,59.63999938964844,59.63999938964844,5005200
2022-02-18,56.7400016784668,57.88999938964844,54.7599983215332,56.029998779296875,56.029998779296875,8325200
2022-02-22,53.72999954223633,56.599998474121094,53.72999954223633,54.400001525878906,54.400001525878906,7384900
2022-02-23,55.06999969482422,56.58000183105469,51.61000061035156,51.81999969482422,51.81999969482422,6247000
2022-02-24,49.0,51.11000061035156,47.56999969482422,51.060001373291016,51.060001373291016,14145300
2022-02-25,52.18000030517578,52.41999816894531,49.38999938964844,51.650001525878906,51.650001525878906,6888200
2022-02-28,50.720001220703125,52.2400016784668,49.869998931884766,51.86000061035156,51.86000061035156,5560600
2022-03-01,51.68000030517578,54.790000915527344,50.63999938964844,50.97999954223633,50.97999954223633,4450300
2022-03-02,51.13999938964844,51.15999984741211,47.91999816894531,48.77000045776367,48.77000045776367,6122000
2022-03-03,50.08000183105469,50.099998474121094,44.529998779296875,45.220001220703125,45.220001220703125,10381400
2022-03-04,44.400001525878906,45.349998474121094,40.900001525878906,41.27000045776367,41.27000045776367,13164800
2022-03-07,40.099998474121094,41.619998931884766,37.400001525878906,38.61000061035156,38.61000061035156,13841600
2022-03-08,38.470001220703125,41.75,37.16999816894531,40.02000045776367,40.02000045776367,10929000
2022-03-09,41.130001068115234,43.83000183105469,40.209999084472656,43.34000015258789,43.34000015258789,7731200
2022-03-10,39.77000045776367,39.83000183105469,35.02000045776367,35.7599983215332,35.7599983215332,18296900
2022-03-11,37.06999969482422,37.06999969482422,32.09000015258789,32.130001068115234,32.130001068115234,17274400
2022-03-14,27.969999313354492,30.829999923706055,25.40999984741211,25.530000686645508,25.530000686645508,32943500
2022-03-15,25.520000457763672,29.75,23.209999084472656,27.309999465942383,27.309999465942383,56774300
2022-03-16,37.119998931884766,42.970001220703125,35.63999938964844,42.619998931884766,42.619998931884766,79707700
2022-03-17,40.849998474121094,41.06999969482422,36.810001373291016,39.369998931884766,39.369998931884766,32409300
